# Gene Family	RAG_100	RAG_101	RAG_102	RAG_103	RAG_104	RAG_105	RAG_106	RAG_107	RAG_108
K02798	4.664	8.531	3.283	0	0.909	1.604	1.203	0.811	0.335
K02799	7.945	3.518	1.969	0.259	0	0.258	0	0.865	0
K02800	7.945	3.518	1.969	0.259	0	0.258	0	0.865	0
K02803	1.886	5.775	23.877	0	0.393	5.377	1.37	6.209	0.527
K02804	1.886	5.775	23.877	0	0.393	5.377	1.37	6.209	0.527
K02805	3.195	0	0	0.365	0	0	0	0	0
K02806	3.87	0	0	0	0	1.76	0.367	2.276	0.827
K02808	0.32	5.495	1.546	0	0	0	0	0	0.719
K02809	1.954	8.692	8.717	2.198	0	4.335	17.66	0.825	0.719
K02810	1.954	8.692	8.717	2.198	0	4.335	17.66	0.825	0.719
K02812	0	0	0	0	0	0	0	0	0
K02813	0	0	0	0	0.561	0	0	0	0
K02815	0	0	0	0	0	0	0	0	0
K02817	0	0	0	0	0	0	0	0	0
K02818	3.745	0	0	0.326	0.266	0.282	0	0.401	0
K02819	3.745	0	0	0.326	0.266	0.282	0	0.401	0
K02821	3.173	0	4.061	0	1.764	4.396	1.044	1.567	0
K02822	7.277	0	2.542	0	1.923	2.526	2.962	4.689	0.714
K02823	1.449	12.518	15.208	2.151	7.303	19.684	13.7	3.792	1.734
K02824	0.202	6.176	0.887	0.447	0	1.245	4.024	0.952	0
K02825	0.659	10.598	2.106	0	5.692	3.048	7.605	0.83	1.093
K02834	9.629	24.988	28.1	6.428	37.54	22.624	13.81	39.712	3.797
K02835	20.479	54.762	39.49	22.325	59.261	42.059	34.453	70.02	8.21
K02836	6.443	11.663	9.007	4.336	3.052	20.702	14.899	8.928	3.085
K02837	6.832	21.11	8.118	6.739	1.426	6.631	9.957	26.003	6.127
K02838	5.286	17.53	43.924	75.08	45.208	29.584	18.826	57.701	3.866
K02839	0	0	0.2	0.606	4.068	0.215	1.211	7.082	0
K02840	4.528	0	0	0	0	0	0	0	0
K02841	3.519	0	0	0	0.398	0.882	0	1.049	0
K02843	3.213	0	0	0.414	0	1.224	9.348	1.377	0
K02844	3.185	0	0	0	0	0	0.46	0	0
K02846	5.782	0	0	0	0	0.343	0	0.358	0
K02847	0	0.463	0	0	0	0	0	2.006	0
K02848	6.469	0	0	0.381	0	0	0.688	0	0
K02849	4.847	0	0	0.404	0	0	0	0	0
K02850	3.549	0	0	0.598	0	0	0	1.239	0
K02851	4.8	0	1.406	0.237	1.741	2.422	4.011	1.642	1.982
K02852	3.291	0.245	0	0.121	0.435	0.687	0.296	1.127	0
K02853	0	0	0	0	0.592	0	0	0	0
K02854	2.511	0	0	0.236	0	0	0	0	0
K02855	0.827	0	0	0	0.375	0	0	0.235	0
K02856	3.049	0	0	0	0	0	0	0	0
K02858	0	0	0	0.137	0	0	0	0	0
K02859	0	3.26	0	0	0	0	2.149	0	0
K02860	4.907	12.139	24.087	8.999	56.752	26.066	14.329	30.878	3.249
K02863	11.599	63.358	56.238	88.368	133.83	105.863	37.019	111.749	13.975
K02864	8.745	17.782	26.706	1.439	79.44	32.396	19.815	13.928	1.358
K02866	0	0	0	0	0	0	0	0	0
K02867	5.219	31.133	52.614	64.636	130.634	88.89	25.407	88.616	8.606
K02869	0	0	0	0	0	0	0	0	0
K02871	8.629	30.705	47.539	5.562	8.504	39.705	35.563	38.05	5.074
K02874	79.045	192.935	94.157	138.51	85.984	58.958	136.055	114.079	52.353
K02875	0	0	0	0	0	2.513	2.359	0	0
K02876	4.421	33.621	51.963	67.871	57.962	44.04	31.806	82.637	6.78
K02877	0	0	0	0	0	0	0	0	0
K02878	27.192	45.289	81.939	88.96	86.813	60.487	59.211	111.917	9.807
K02879	11.046	40.621	51.869	64.86	142.302	53.909	21.843	70.076	5.816
K02881	4.338	25.228	58.331	66.824	63.222	52.89	43.897	89.537	4.515
K02883	0	0	0	0	0	0	0	0	0
K02884	7.818	19.295	52.04	76.555	62.258	46.232	17.842	72.128	6.397
K02885	0	0	0	0	0	0	0	0	0
K02886	8.632	44.326	62.353	78.232	59.149	59.501	43.559	92.711	8.58
K02887	7.908	42.252	63.326	56.512	159.412	113.604	34.206	94.894	7.523
K02888	7.436	39.855	67.463	93.927	63.182	51.209	24.748	92.802	4.333
K02889	0	0	0	0	0	1.151	0	0	0
K02890	9.568	68.651	55.255	82.292	75.451	59.212	33.792	105.676	19.849
K02892	35.804	140.698	93.936	91.827	57.425	64.229	87.486	83.35	17.865
K02894	0	0	0	0	0	0	0	0	0
K02895	4.713	37.363	45.441	64.236	138.342	49.88	18.405	69.823	4.614
K02896	0	1.599	0	0	0	0	5.758	0	2.343
K02897	6.167	0.229	34.202	50.073	54.933	27.521	4.89	60.789	1.041
K02899	16.221	78.064	87.953	83.012	87.695	54.99	38.206	111.386	21.373
K02902	23.595	64.281	73.513	78.418	79.44	49.721	40.788	95.375	39.679
K02904	27.934	52.64	113.685	122.479	163.48	91.972	56.974	86.255	9.081
K02906	9.082	48.101	71.067	71.789	135.571	116.376	42.744	95.423	5.475
K02907	21.506	42.025	64.098	97.005	91.403	92.587	47.781	124.498	6.54
K02908	0	0	0	0	0	2.303	1.237	0	0.686
K02909	20.9	34.018	77.11	76.301	34.733	54.19	59.304	78.932	16.778
K02910	0.302	0	0	0	0	2.428	4.858	0	0.504
K02911	67.54	175.771	113.954	155.708	168.454	145.295	141.001	164.87	52.835
K02912	0.337	0	0	0	0	1.899	0	0	1.417
K02913	31.982	110.518	89.936	185.354	144.118	88.616	199.799	128.32	31.381
K02914	321.683	604.457	261.064	380.644	363.147	343.053	226.994	469.429	158.151
K02915	0	0	0	0	0	0.814	1.02	0	1.263
K02916	12.632	52.271	73.023	110.999	112.739	78.678	33.042	98.764	15.365
K02919	61.173	6.329	32.612	6.19	20.163	17.709	18.36	14.842	16.616
K02921	0.246	0	0	0	0	1.782	1.49	0	0.826
K02922	0	0.75	0	0	0	1.582	0	0	1.1
K02924	0	0	0	0	0	4.749	0	0	3.17
K02926	10.002	44.43	80.695	60.983	61.279	59.784	39.544	93.666	8.683
K02927	0	0	0	0	0	3.69	9.249	0	0
K02929	0	0	0	0	0	1.298	3.706	0	0
K02930	0	0	0	0	0	0.991	0.932	0	0
K02931	21.903	80.199	49.119	77.384	64.328	54.267	51.58	101.863	27.469
K02933	4.3	24.394	34.724	66.603	143.787	97.803	19.514	82.757	4.713
K02935	9.46	27.153	57.334	74.656	142.741	95.487	35.501	100.912	6.26
K02936	0	0	0	0	0	0.668	1.392	0	0.929
K02939	4.865	26.584	49.517	55.944	64.721	45.182	21.841	74.591	5.129
K02943	0	0	0	0	0	0	0	0	0
K02944	0	0	0	0	0	0	0	0	0
K02945	2.258	4.254	25.237	53.462	51.296	25.115	12.975	58.462	2.161
K02946	81.397	156.224	85.767	137.8	169.689	154.643	132.242	124.522	53.043
K02948	39.918	62.444	103.645	102.662	82.094	79.414	85.174	112.763	30.579
K02949	0	0	0	0	0	0	0	0	0
K02950	52.799	182.596	101.037	87.922	96.346	63.168	102.696	114.778	64.66
K02952	66.35	162.835	84.419	101.892	45.819	58.493	99.892	88.119	37.91
K02954	21.796	51.193	91.734	157.365	90.015	91.75	72.039	108.825	15.074
K02956	10.117	21.027	32.866	64.089	87.148	50.861	19.774	84.163	2.028
K02959	10.68	39.984	42.88	53.701	67.169	50.857	37.33	54.319	10.574
K02961	11.795	43.343	74.395	70.694	68.444	47.393	31.119	99.389	11.879
K02962	0	0	0	0	0	0.891	0	0	0.929
K02963	35.258	45.167	67.977	99.636	70.045	58.641	49.363	101.811	8.164
K02965	29.028	50.252	115.289	156.589	108.691	81.477	90.309	120.044	13.22
K02966	0	0	0	0	0	0	0	0	0
K02967	5.759	17.192	37.952	56.835	65.207	40.057	17.211	74.527	2.835
K02968	6.13	11.675	30.686	103.958	151.509	41.171	17.4	97.805	6.131
K02970	16.584	65.021	59.781	30.679	110.103	36.811	23.57	115.575	8.159
K02972	0	0	0	10.44	0	0	0	0	0
K02973	0	0	0	0	0	0	0	0	0
K02974	0.48	0	0	0	0	0.618	1.176	0	0
K02975	0	0	0	0	0	0	0	0	0
K02977	0	0	6.114	0	0	0	0	5.255	0
K02978	0	0	0	0	0	0	6.395	0	1.347
K02979	0	0	0	0	0	1.917	1.933	0	0.804
K02982	14.451	51.729	69.941	83.43	71.298	60.802	44.877	98.702	9.152
K02984	0	0	0	0	0	1.168	1.464	0	0.731
K02985	0	0	0	0	0	0	0	0	0
K02986	45.788	149.555	71.928	102.567	76.838	68.216	86.145	91.279	36.526
K02987	0	0	0	0	0	0.789	0.989	0	0.274
K02988	9.562	31.939	39.859	65.567	60.987	44.067	30.517	91.997	7.265
K02990	8.203	26.008	48.394	68.486	164.04	59.996	12.486	60.077	4.62
K02991	0	0	0	0	0	1.148	1.31	0	0
K02992	21.327	124.19	41.815	115.219	143.205	105.626	68.693	126.231	16.188
K02994	9.374	24.575	46.702	93.034	69.907	51.646	24.523	69.5	4.578
K02995	0	0	0	0	0	0.759	0.815	0	0
K02996	9.842	29.217	77.142	70.083	74.047	69.391	45.066	92.257	7.77
K03037	0	0	0	0	0	0	0	0	0
K03040	5.994	28.068	40.662	74.336	63.124	48.64	23.118	69.187	4.557
K03041	0	0	0	0	0	0	0	0	0.587
K03042	0	0	0	0	0	0	0	0	0
K03043	8.368	31.255	41.11	61.396	56.535	47.579	29.445	79.23	7.139
K03044	0	0	0	0	0	1.189	0.465	0	0.644
K03046	4.727	25.128	43.464	59.863	135.944	104.056	37.875	82.112	9.518
K03047	0	0	0	0	0	1.433	1.7	0	0
K03048	0	10.059	1.534	0	0	0	0.61	0	0
K03049	0	0	0	0	0	0	0	0	0.616
K03050	0	0	0	0	0	0	0	0	0
K03051	0	0	0	0	0	0	0	0	0
K03053	0	0	0	0	0	0	0	0	0.989
K03055	0.232	0	0	0	0	0	0	0	0.438
K03056	0	0	0	0	0	0	0	0	0
K03057	0	0	0	0	0	0	0	0	0
K03058	0	0	0	0	0	2.474	2.088	0	1.858
K03060	11.382	27.874	31.195	3.15	1.559	15.523	13.203	8.058	0.942
K03070	3.512	23.677	27.293	50.366	59.312	36.024	16.032	54.905	2.689
K03071	8.701	0.224	0	0.509	0	0.158	0.592	0.499	0
K03072	1.199	0.231	0	0	0	0.577	3.682	1.428	0
K03073	9.185	72.795	46.875	11.851	48.805	48.382	17.616	43.159	1.774
K03074	0.731	0	0	0	0	0.694	3.05	1.031	0.268
K03075	11.056	14.822	22.273	0.861	5.051	8.102	5.462	8.845	2.75
K03076	1.128	22.86	9.898	9.877	42.744	9.153	14.854	30.62	0.888
K03077	24.351	42.668	13.119	10.444	6.273	32.424	36.525	3.329	13.362
K03078	1.529	0	0	0	0.575	1.011	0.619	0.071	0
K03079	2.896	0	0	0	0	0	0	0.621	0
K03086	4.875	15.391	17.958	1.408	2.18	17.219	7.847	8.376	3.705
K03087	0.9	0	0	0	0	0	0	0	0.689
K03088	74.179	69.895	542.731	210.995	742.686	331.313	100.883	489.643	68.546
K03089	0	0	0	0	0	0	0	0	0
K03091	2.667	14.785	24.363	1.901	0.617	30.041	5.106	3.26	1.789
K03092	0	0.586	4.917	6.655	34.41	5.672	11.218	19.304	0
K03095	0	1.713	0.852	0	0	0	0.43	0	0
K03098	5.928	0	0.163	0	0	0.328	0.657	0	0
K03100	2.457	20.715	29.065	2.928	11.008	25.482	5.943	24.915	2.476
K03101	6.454	16.204	8.911	5.774	12.332	32.822	27.001	8.268	1.098
K03105	0	0.846	0	0	0	1.391	0.996	0	2.069
K03106	7.798	13.405	16.498	3.19	74.605	32.427	18.539	15.774	1.556
K03107	0	0	0	0	0	0	0	0	0
K03110	7.073	0.184	7.22	0.743	34.84	25.32	3.887	4.726	0.492
K03111	6.152	6.298	51.588	2.666	34.395	28.524	15.409	16.913	3.722
K03112	4.102	0	0	0	0	0	0	0.285	0
K03113	3.179	0	0.406	0	4.863	5.91	0	0	0
K03116	3.507	0	0	3.252	50.459	10.795	4.824	15.763	2.654
K03117	6.501	0	0	0	1.495	1.54	0	1.318	0
K03118	3.862	0	0.277	1.095	4.942	2.649	5.818	7.599	1.602
K03119	0.241	0	0	0	0	0	0	0	0
K03120	0	0	0	0	0	0.635	1.913	0	1.193
K03124	0	0	0	0	0	1.596	0.979	0	0.815
K03136	0	0	0	0	0	1.689	0.847	0	0.705
K03147	7.467	14.468	31.136	36.751	12.959	29.414	12.084	30.891	4.367
K03148	6.234	0	0.543	0.531	0	1.062	1.32	0	0
K03149	8.727	14.49	23.034	44.192	14.8	8.762	24.647	34.382	2.897
K03150	10.816	2.796	21.55	45.802	25.677	21.663	10.134	54.141	1.694
K03151	2.251	15.988	23.704	0.483	1.744	7.481	4.405	5.502	2.2
K03152	0.159	13.801	2.839	9.797	40.478	16.794	2.984	26.201	1.422
K03154	4.715	9.905	2.898	13.79	38.42	5.097	3.133	32.819	0
K03166	0	0	0	0	0	0	0	0	1.087
K03167	0.246	0	0	0	0	1.332	0.495	0	0.764
K03168	3.86	4.762	14.064	2.017	3.751	19.46	21.596	4.002	3.324
K03169	19.249	21.25	75.529	12.335	72.001	48.799	58.081	53.291	16.94
K03177	1.197	10.796	24.786	58.728	36.388	33.725	17.115	55.653	0.569
K03179	0	0.455	0.608	1.029	0	0.641	0	0	0
K03181	3.306	0	0.179	0.232	0	0	0	0.326	0
K03182	1.421	0	0	0.347	0.361	0.25	0	0.356	0
K03183	2.656	0	19.657	47.519	53.51	22.974	4.487	46.464	0.878
K03184	0	0	0	0	0.473	0.922	0	0.587	0
K03185	5.237	0	0	0	0	0	0	0.607	0
K03186	4.241	0	2.385	0.12	1.517	0.6	0.372	0.521	0
K03187	0	2.935	1.023	0.932	0	0	0	0	0
K03188	1.163	3.264	1.337	0	0	0	0.676	0	1.309
K03189	0	4.41	1.282	0	0	0	0.954	0	0
K03190	0	5.041	0.87	0	0	0	1.306	0	1.201
K03191	0	0	0	0	0	0	0	0	0
K03192	0	0	0	0	0	0	0	0	0
K03195	0	0	0	0	0	0	0	0	0
K03196	0.255	0	0	0	0	0	0	0	0
K03203	0	0	0	0	0	0	0	0	0
K03204	0.298	0	0	0	0	0	0	0	0
K03205	9.026	16.88	86.436	19.535	7.306	40.375	14.427	11.195	8.769
K03207	0	0	0	0	0	0.152	0	0.137	0
K03208	0	0	0	0	0	0	0	0.129	0
K03210	9.719	10.675	15.972	10.221	105.542	17.763	4.03	34.62	0
K03212	0.681	0	0	0	0	0	0	0	0
K03214	1.128	0	0	0	0	0	0	0	0
K03215	7.752	2.893	22.819	36.16	35.367	16.873	15.283	6.33	1.556
K03216	6.79	9.675	11.495	1.443	2.878	7.133	10.774	2.598	2.547
K03217	2.259	11.313	38.512	42.697	52.7	32.841	11.335	51.061	1.494
K03218	1.483	1.727	4.085	5.853	96.497	28.201	5.491	23.834	0.657
K03221	0	0	0	0.373	0	0.692	0	0	0
K03224	0	0	0.463	0	0.36	0	0.825	2.224	0
K03230	0	0	0	0.534	0	0.278	0	0	0
K03231	0	0	0	0	0	1.266	0	0	0.907
K03232	0	0	0	0	0	0.197	0	0	0.415
K03233	0	0	0	0	0	0	0	0	0
K03234	0	0	0	0	0	1.358	1.209	0	0.45
K03236	0	0	0	0	0	0.504	1.262	0	0.526
K03237	0	0	0	0	0	0.824	0.975	0	0.826
K03238	0	0	0	0	0	0.962	0	0	0
K03242	0	0	0	0	0	0	0	0	0
K03243	0	0	0	0	0	0.673	0.98	0	0.62
K03257	0	0	0	0	0	0	0	0	0
K03263	0	0	0	0	0	1.24	2.07	0	0.642
K03264	0	0	0	0	0	1.894	1.458	0	0.304
K03265	0	0	0	0	0	1.151	0.353	0	0.588
K03269	6.683	16.852	12.626	8.073	41.028	20.808	1.784	44.992	3.016
K03270	2.798	0	22.575	46.299	5.806	3.711	6.539	23.041	0.448
K03271	5.176	0	0	0.21	0.551	5.268	4.735	2.445	1.503
K03272	0.491	1.112	0	1.4	0.227	0.759	9.967	0.361	0
K03273	5.205	0	0	0.756	0	0.568	6.815	0.883	0
K03274	0.3	0	0	0	0	0	0	0.762	0
K03275	0	0	0	0	0.408	0.53	0	0	0
K03277	0	0	0	0	0	0	0	0	0
K03281	1.258	0	14.71	51.193	24.578	12.263	2.739	24.222	0.522
K03282	5.333	10.37	8.261	62.974	47.984	17.75	7.454	29.811	0.745
K03283	0	0	0	0	0	0	0	0	0
K03284	1.934	0.477	3.463	2.639	36.981	12.733	0	15.79	0
K03286	2.653	0	0	0	0	0.933	0.91	0.516	0
K03288	0	0	0	0	0	0	0	0	0
K03289	2.579	0	0	0	0	0.185	0	0.586	0
K03290	1.801	0	0	0	0	0.287	0	0.709	0
K03291	7.771	0	0	0	0	0	0	0	0
K03292	9.352	6.026	4.916	0.775	28.666	9.853	2.609	9.957	0.266
K03293	0.495	7.151	3.407	1.357	0.56	2.566	13.339	0	0
K03294	0	8.96	0.802	5.882	29.876	6.267	6.203	31.164	0
K03296	0.379	0.509	24.342	52.59	49.32	19.597	7.77	66.602	0.592
K03297	0	0	0	0	0	0	0	0.189	0
K03298	0	0	0	0	0	0	0	0	0
K03299	1.662	0.763	2.247	0	0.728	1.85	4.243	0.798	0
K03300	0	0	0.456	0	0	0	7.204	0	0
K03303	0	0.88	2.36	2.579	29.614	2.64	0.762	12.202	0
K03304	1.013	0	0	0	0	0	0	0.192	0
K03305	11.661	5.061	8.117	2.229	7.804	1.851	4.036	22.665	0
K03306	0	4.863	0	0.522	0.555	0	0	0	0
K03307	2.459	4.425	0.217	4.235	4.051	12.611	20.444	7.808	0.657
K03308	1.622	8.36	20.273	7.521	104.815	33.143	11.403	34.69	3.448
K03310	7.639	12.799	55.245	8.961	32.729	21.887	23.933	42.265	2.647
K03311	3.092	1.666	0.272	0.812	0	0.806	4.395	1.901	0
K03312	1.649	0	1.314	5.247	29.533	14.513	11.349	16.374	0
K03313	6.322	0.825	1.143	6.41	49.007	9.176	6.423	19.463	0
K03314	2.26	0	0.206	0	0	0	0	0.167	0
K03315	0.56	0.535	11.034	0	72.665	8.536	6.98	7.3	0
K03316	1.442	0.782	0.998	0	1.29	2.424	3.362	0.402	0
K03317	0	0	0	0	0	0	0	0.527	0
K03319	3.045	0	0	0	0	0	3.05	0	0
K03320	4.841	14.88	15.268	1.764	0.697	14.443	10.285	3.11	1.115
K03321	1.471	0	0.634	0	0	8.57	0	0	0
K03322	3.145	7.662	0.936	0	1.191	0	0.369	0.665	0
K03324	4.682	8.554	42.303	7.901	36.514	31.639	7.792	45.716	0.834
K03325	0	0	2.673	0	0.618	0	4.93	1.518	0
K03326	6.251	0	0	0.238	0	0	0.475	0.547	0
K03327	3.852	0	0	0.685	8.401	1.994	4.077	7.993	0
K03329	7.919	0	0	0	0	0.367	0	0.663	0
K03330	0	0	0	0	0	0.808	0.75	0	0.999
K03332	0	0.521	2.06	7.033	36.055	3.69	1.697	24.906	0
K03335	0.376	0	3.766	0	1.772	0	0	0	0
K03336	0	0	0	0	0	0	0	0	0
K03337	0	0	0	0	0.352	0	0	0	0
K03338	0	0	1.779	0	1.108	0	0	0	0
K03340	0.395	1.293	26.136	40.159	12.247	22.782	6.574	35.309	2.952
K03342	0	0	1.015	0	0	0	0	0	0
K03346	0	3.228	1.176	0	0	0	1.501	0	0
K03366	0	4.587	2.158	0	0	0	0	0	0
K03367	0	1.72	0	0	0	0	1.687	0	0
K03385	4.497	0	25.413	40.126	21.443	8.98	4.167	44.445	0.867
K03386	4.113	0.347	1.865	0.712	5.267	17.703	1.566	2.79	2.655
K03387	3.142	3.114	0.511	0	6.104	3.104	0	0.792	0.573
K03388	0	0	1.779	0	72.133	7.644	1.796	7.347	0
K03389	0	0	0	0	70.639	8.462	1.637	13.337	0
K03390	0	0	0	0	0	1.078	0.877	1.279	0.608
K03394	0.739	1.914	8.121	0.405	2.415	2.73	1.036	5.031	0
K03399	0	0	0	0	0	0	0	0.477	0
K03402	3.77	14.292	46.633	58.787	59.424	34.717	14.518	84.936	2.22
K03404	0	0	0	0	0	0	0	0	0
K03405	0	0	0	0	0	0	0	0	0.931
K03406	1.322	7.199	18.505	2.712	0.38	43.387	2.261	5.451	2.581
K03407	1.462	1.68	0.679	0	0.085	0.076	1.051	0.072	1.079
K03408	3.339	0.239	0.526	0.344	0	0	3.446	0.192	0.684
K03409	0.266	0.611	0	0	0	0	0	0	0.32
K03410	0.592	1.284	0.464	0	0.543	10.486	0.704	0.193	0
K03411	0.646	2.432	0.9	0	0.19	0.149	0	0.267	0.593
K03412	0.098	0	0.762	0.316	0.105	0	1.437	0.362	0.432
K03413	4.153	0.481	0	0	0.289	13.142	0	0.953	0
K03414	4.626	0	0	0	0	0	0	0.786	0
K03415	1.72	3.965	8.472	0	0	14.041	0	4.178	2.604
K03417	3.409	0	0	0.207	0	0.115	0	0.509	0
K03420	0	0	0	0	0	1.222	0.751	0	0.433
K03421	0	0	0	0	0	0	0	0	0
K03422	0	0	0	0	0	0	0	0	0
K03424	10.135	11.281	13.613	2.824	80.369	27.294	24.223	33.814	0.638
K03425	5.77	0	0	0	0.251	0.557	0	0.504	0
K03426	2.99	2.287	5.577	6.251	37.49	20.991	12.705	17.827	0
K03427	21.934	28.551	27.377	21.208	39.771	46.964	26.428	42.002	34.538
K03429	0.774	3.074	11.188	0	0.991	3.388	0	4.66	2.195
K03430	0.243	0	0.776	6.643	28.995	3.194	0	28.404	0
K03431	3.457	31.06	42.199	2.885	5.163	17.776	19.768	11.83	3.287
K03432	0	0	0	0	0	0.926	1.055	0	0.544
K03433	0	0	0	0	0	1.033	0	0	0.793
K03435	0	0	0	0	0	0	0	0.486	0
K03436	1.091	5.475	1.19	0.407	0	0.168	0.315	0.532	0.717
K03437	1.448	4.718	13.415	2.169	10.82	21.028	11.625	6.066	1.366
K03438	6.888	23.793	56.926	69.501	51.889	45.854	31.803	52.076	3.833
K03439	5.156	14.914	31.948	62.987	18.916	37.113	27.423	21.053	6.195
K03442	7.211	0.573	3.433	6.141	26.088	4.016	0.969	29.715	0
K03445	1.848	0	0	0	0	0	0	0	0
K03446	1.739	0	0	0	5.046	5.018	1.542	0	0
K03449	6.29	0.235	0	0	0	0	0	0	0
K03451	2.01	2.772	2.341	0.323	0.634	0.217	0.37	0	0.955
K03453	1.112	2.71	16.348	9.301	40.44	15.37	26.15	23.097	0
K03455	4.207	0	6.586	9.712	34.327	3.815	2.568	28.864	0
K03457	0.434	0	0	0	0	0	0	0	0.419
K03458	0	0.736	0	0	0	0	3.757	0	0
K03459	6.494	0	0	0	0	0	0	0.297	0
K03462	0	0	0	0	0	0	0	0	0
K03464	0	0	0	0	0	0	0	0	0
K03465	4.29	12.054	63.158	9.649	2.242	8.493	7.339	8.051	4.422
K03466	1.839	8.588	2.282	2.883	30.687	21.655	14.472	11.967	0.44
K03468	4.229	0	0	0	0	0	0	0.459	0
K03469	4.63	10.348	11.324	59.59	52.174	29.39	15.965	36.544	4.325
K03470	9.555	18.515	31	60.434	57.516	29.623	17.877	57.924	5.651
K03471	0	5.706	1.579	0	0	0.628	4.602	0	0
K03472	4.194	0	0.082	0	0.153	0.264	0	0.349	0
K03473	0.738	0	0	1.197	6.009	0.54	0	5.222	0
K03474	1.352	0.382	16.295	55.698	53.293	14.238	3.993	51.631	3
K03475	0	0	4.897	0	0.975	3.655	1.344	0.953	0.762
K03476	6.323	1.106	0.299	0.476	0.271	0.911	0	0.267	0
K03477	3.273	0	0	0	0	0	0.736	0	0
K03478	4.654	0	0	0	0.211	0.25	0	0.528	0
K03480	0	0	0	0	0	0	0	0	0
K03481	0	1.189	0	1.158	0	0	8.975	0	0
K03482	5.102	0	0	0.217	0	0	0.561	2.017	0
K03483	0	0	0.819	0	0	1.781	0.501	0.29	0
K03484	1.651	4.924	20.506	1.461	1.13	10.605	13.258	3.247	0
K03485	1.426	0	0	0	0.202	0.192	0	0.347	0
K03486	0	3.435	6.235	0	0	1.058	0.773	0.916	0
K03487	3.404	0	0	0	0	0.296	0	0.214	0
K03488	1.912	2.273	13.032	0	4.88	5.69	9.383	6.039	1.22
K03489	0	0	0	0	0	0	1.702	0	0
K03490	3.245	0	0	0.298	0	0	0	0.234	0
K03491	0	0	0.751	0	0	0.202	0	0.143	0
K03492	0	0.26	0	0	0	0	3.132	0	0
K03493	0	0	0	0	0	0	0	0	0
K03495	5.71	14.053	22.038	61.187	48.493	28.948	18.345	52.199	0.906
K03496	21.169	20.768	66.409	14.79	36.457	96.126	31.64	73.979	10.273
K03497	14.172	24.383	90.205	99.773	215.808	73.655	31.374	153.252	6.362
K03498	11.161	16.501	22.773	8.093	30.807	13.226	15.851	23.018	1.663
K03499	6.485	14.96	36.236	14.958	68.84	40.859	13.592	60.704	4.466
K03500	1.77	8.822	1.836	1.641	0.105	11.842	11.771	1.201	0
K03501	7.357	13.517	21.324	48.06	54.694	27.477	13.806	38.168	0.989
K03502	5.54	12.279	61.489	7.399	8.307	25.426	8.211	5.788	2.387
K03503	2.166	0	3.399	0	3.989	24.127	1.651	0.25	0
K03516	5.563	0	0	0	0	0.306	0	0.369	0
K03517	4.094	5.132	6.946	3.723	8.864	15.886	13.348	6.464	0.241
K03518	4.905	2.853	6.284	3.535	1.667	4.041	15.614	2.708	5.367
K03519	0	0	0	0	0	0	0	0	0
K03521	1.616	2.321	14.427	0	1.657	3.928	6.681	2.355	0.999
K03522	6.721	3.035	18.178	0	3.384	5.345	4.603	7.631	1.314
K03523	1.126	9.521	5.059	1.893	0.979	13.003	19.685	0.831	0
K03524	8.712	18.365	14.286	2.233	6.695	32.678	12.99	12.285	4.1
K03525	1.428	11.833	32.774	7.37	42.899	26.769	13.408	24.127	5.305
K03526	4.044	4.307	24.324	55.626	65.808	39.803	18.75	57.774	4.884
K03527	6.614	4.456	15.621	8.148	59.326	11.506	0.505	34.106	1.789
K03528	2.971	0	0	0	0	0	0	0.492	0
K03529	1.234	2.423	4.462	1.014	0.993	13.243	8.272	1.038	1.129
K03530	8.757	19.437	38.594	26.532	200.384	93.663	15.85	66.774	1.536
K03531	2.499	1.19	7.579	0.26	1.736	10.801	1.694	3.489	0
K03532	4.772	0	0	0	0	0	0	0.43	0
K03533	1.739	0	0	0	0	0.281	0	0.356	0
K03534	4.703	2.552	11.784	30.61	70.838	8.885	4.533	61.308	0.958
K03535	0	0.715	0	1.941	0.215	0.383	10.998	0.328	0
K03536	8.794	17.385	17.364	1.272	8.214	22.072	18.817	4.728	1.361
K03537	0	0	0.204	0	0	2.333	3.101	0	0
K03538	0.23	0	0	0	0	1.301	0	0	0.259
K03539	0	0	0	0	0	0	0	0	0
K03540	0	0	0	0	0	1.029	0	0	0.762
K03543	6.653	0	0	1.102	5.553	0.758	0	0.758	0
K03544	1.273	18.98	51.501	54.471	50.616	38.415	12.701	59.09	1.393
K03545	6.001	24.83	32.998	13.348	110.997	29.359	12.345	33.63	4.374
K03546	1.278	5.93	1.568	0.46	0	2.271	9.166	0.634	0.433
K03547	3.36	16.017	10.374	0.525	11.81	7.746	12.831	4.763	0
K03548	2.102	0	0	0	0	0	0	0.191	0
K03549	2.111	5.927	1.717	0	0.677	1.538	4.636	0.861	0
K03550	6.83	15.167	18.782	57.62	53.425	26.137	13.187	49.586	0.985
K03551	9.004	24.482	59.178	60.599	65.567	56.065	24.943	86.939	17.58
K03552	0	0	0	0	0	0	0	0	0
K03553	5.012	20.037	27.394	46.985	16.3	33.271	11.104	48.052	1.324
K03554	3.746	0	0	0	0.296	0.167	0	0.922	0
K03555	5.128	10.209	25.032	58.491	58.479	32.831	17.419	60.145	1.507
K03556	0.724	4.552	0	0	0	0	0	0	0
K03557	2.633	0.468	0	0	0.416	0.491	0	0.745	0
K03558	5.264	0	15.581	2.925	5.329	3.212	5.118	24.735	0.853
