# Gene Familys	demo_Abundance-RPKs
UniRef90_A0A3E5EMN9|g__Bacteroides.s__Bacteroides_vulgatus	8.3682008368
UniRef90_I9RFL3	8.3299604186
UniRef90_I9RFL3|g__Bacteroides.s__Bacteroides_vulgatus	8.3299604186
UniRef90_A0A1Q6JNB2	8.2617352644
UniRef90_A0A1Q6JNB2|g__Bacteroides.s__Bacteroides_vulgatus	8.2617352644
UniRef90_A0A395VSK8	8.2018575568
UniRef90_A0A395VSK8|g__Bacteroides.s__Bacteroides_vulgatus	8.2018575568
UniRef90_D7INU4	8.0974583491
UniRef90_D7INU4|g__Bacteroides.s__Bacteroides_vulgatus	8.0974583491
UniRef90_A0A0P0L6Q3	7.9522862823
UniRef90_A0A0P0L6Q3|g__Bacteroides.s__Bacteroides_vulgatus	7.9522862823
UniRef90_A0A396EVR0	7.8585765015
UniRef90_A0A396EVR0|g__Bacteroides.s__Bacteroides_vulgatus	7.8585765015
UniRef90_UPI000E432A7C	7.5839268992
UniRef90_UPI000E432A7C|g__Bacteroides.s__Bacteroides_vulgatus	7.5839268992
UniRef90_A0A380Z5C7	6.4239828694
UniRef90_A0A380Z5C7|g__Bacteroides.s__Bacteroides_vulgatus	6.4239828694
